Hello!	Nǐ hǎo!	你好！
This matter is very&nbsp;worrisome.	Zhè jiàn shìqing hěn jí.	这件事情很急。
He has a worried personality.	Tā de gèxìng hěn jí.	他的个性很急。
This young person is a real personality.	Zhè gè niánqīng rén hěn yǒu gèxìng.	这个年轻人很有个性。
Surprisingly, such a good book only sells for 5 yuan.	Zhème hǎo de shū jìngrán zhǐ mài wǔ kuài qián.	这么好的书竟然只卖五块钱。
This company's products sell well.	Zhè jiā gōngsī de chǎnpǐn màide hěn hǎo.	这家公司的产品卖得很好。
This land is very dry.	Zhè kuài tǔdì hěn gān.	这块土地很干。
I pass by this shop every day.	Wǒ měitiān jīngguò zhè jiā diàn.	我每天经过这家店。
This shop is open from 9 to 6 o'clock. <br /> This shop is open from 9am to 6pm.	zhè jiā diàn cóng 9 diǎn kāi dào 18 diǎn .	这家店从9点开到18点。
I've got one hundred RMB.	Wǒ yǒu yībǎi kuài qián.	我有一百块钱。
He betrayed me.	tā chūmài le wǒ .	他出卖了我。
We started to learn Chinese.	Wǒmen kāishǐ xuéxí hànyǔ.	我们开始学习汉语。
Everybody's welcome to come China to learn Chinese.	Huānyíng dàjiā lái Zhōngguó xuéxí Hànyǔ.	欢迎大家来中国学习汉语。
How long do you plan to study Mandarin?	Nǐ dǎsuan xuéxí Hànyǔ duō cháng shíjiān?	你打算学习汉语多长时间？
I won't give up on learning Chinese.	Wǒ bù huì fàngqì xuéxí hànyǔ.	我不会放弃学习汉语。
He came to China to learn Chinese.	Tā lái Zhōngguó xuéxí hànyǔ.	他来中国学习汉语。
I help him study Chinese.	Wǒ bāngzhù tā xuéxí hànyǔ.	我帮助他学习汉语。
She would prefer to study Mandarin at a university.	Tā gèng xiǎng zài dàxué xuéxí Hànyǔ.	她更想在大学学习汉语。
Will she study Mandarin?	Tā yào xuéxí Hànyǔ ma?	她要学习汉语吗？
Where can I study Mandarin?	Nǎli kěyǐ xuéxí Hànyǔ?	哪里可以学习汉语？
My Chinese teacher is very pretty.	Wǒ de hànyǔ lǎoshī hěn piàoliang.	我的汉语老师很漂亮。
She studied Mandarin yesterday.	Tā zuótiān xuéxí Hànyǔ le.	她昨天学习汉语了。
I will study Mandarin.	Wǒ yào xuéxí Hànyǔ.	我要学习汉语。
How do you study Mandarin?	Nǐ shì zěnme xuéxí hànyǔ de?	你是怎么学习汉语的？
Is it difficult to speak Mandarin?	Shuō Hànyǔ nán ma?	说汉语难吗？
How is his Mandarin?	Tā de Hànyǔ zěnmeyàng?	他的汉语怎么样？
Speaking Mandarin is very difficult.	Shuō Hànyǔ hěn nán.	说汉语很难。
Learning Mandarin is difficult.	Xué Hànyǔ hěn nán.	学汉语很难。
How to learn Chinese? The first thing is to dare to speak.	Rúhé xuéhuì hànyǔ？ Shǒuxiān yào gǎn shuō.	如何学会汉语？首先要敢说。
Are you satisfied?	Nǐ mǎnyì ma?	你满意吗？
A good child always wants to please their parents.	hǎo háizǐ zǒng xiǎng ràng tā de fùmǔ mǎnyì.	好孩子总想让他的父母满意。
The mother is very satisfied with her daughter's performance.	Māma hěn mǎnyì nǚér de biǎoxiàn.	妈妈很满意女儿的表现。
One century is 100 years.	Yī gè shìjì jiù shì yī bǎi nián.	一个世纪就是一百年。
Usually, we're always off work by 5pm.	Wǒmen tōngcháng dōu shì wǔdiǎn xiàbān. (also no dou)	我们通常都是五点下班。
They have a son.	Tāmen yǒu yī gè érzi.	他们有一个儿子。
He has one son and two daughters. <br /> She has a son and two daughters.	tā yǒu yī gèr zǐ hé liǎng ge nǚér .	她有一个儿子和两个女儿。
Mei Zi bought a pretty set of clothes.	Měi Zi mǎi le yījiàn piàoliang de yīfu.	美子买了一件漂亮的衣服。
There is a cup of coffee on the table/desk.	Zhuōzi shàng yǒu yī bēi kāfēi.	桌子上有一杯咖啡。
Everyone's sitting at the table/desk.	Dàjiā zuò zài zhuōzi pángbiān.	大家坐在桌子旁边。
The books are arranged on the desk.	Shū bǎi zài zhuōzi shàng.	书摆在桌子上。
I want to see the Great Wall.	Wǒ xiǎng qù kàn Chángchéng.	我想去看长城。
Next week I will go see the Great Wall.	Xià gè xīngqī wǒ yào qù kàn Chángchéng.	下个星期我要去看长城。
I went to see the Great Wall yesterday.	Wǒ zuótiān qù kàn Chángchéng le.	我昨天去看长城了。
Both sides agreed.	Shuāngfāng dōu tóngyì le.	双方都同意了。
First, I need to hear the ideas of both sides.	shǒuxiān, wǒ yào tīngting shuāngfāng de yìjiàn .	首先，我要听听双方的意见。
When all is said and done, you were right.	nǐ bìjìng shì duì de.	你毕竟是对的。
He has been stealing the company's money for very many years.	Tā tōu gōngsī de qián yǒu hěn duō nián le.	他偷公司的钱有很多年了。
I cannot stop thinking about the stolen money.	wǒ wúfǎ bù qù xiǎng bèi tōu diào de qián.<div>(wúfǎ bù qù, mei you banfa bu qu = cannot stop)</div>	我无法不去想被偷掉的钱。
Her boyfriend prefers to live in Canada.	Tā nánpéngyou gèng xǐhuan zhù zài Jiānádà.	她男朋友更喜欢住在加拿大。
She is with her boyfriend.	Tā gēn nánpéngyou zài yīqǐ.	她跟男朋友在一起。
Her boyfriend gave her these flowers.	Tā de nánpéngyou gěi le tā zhè xiē huā.	她的男朋友给了她这些花。
No, that's not my new boyfriend.	bù, nà bù shì wǒ de xīn nánpéngyou .	不，那不是我的新男朋友。
She's broken up with her boyfriend.	Tā gēn tā de nánpéngyou chuī le.	她跟她的男朋友吹了。
She treats me as her good friend.	Tā bǎ wǒ dàngzuò hǎo péngyou.	她把我当作好朋友。
Only one paragraph of the essay has been written.	Zuòwén zhǐ xiě le yī duàn.	作文只写了一段。
Two times two is four.	Èr de liǎng bèi shì sì.	二的两倍是四。
It's twice as large as that.	shì tā de liǎng bèi dà .	是它的两倍大。
My income increased twofold.	Shōurù zēngjiā le yībèi.	收入增加了一倍。
I can swim 100 meters.	Wǒ néng yóu yī bǎi mǐ.	我能游一百米。
He can swim very fast.	tā néng yóu de hěn kuài .	他能游得很快。
They're studying in the library.	Tāmen zài túshūguǎn lǐ xuéxí.	他们在图书馆里学习。
They provided the library with many books.	tāmen gěi túshūguǎn tígōng le hěn duō shū .	他们给图书馆提供了很多书。
I'm going to the library to look for some information.	Wǒ qù túshūguǎn zhǎo zīliào.	我去图书馆找资料。
I'm going to the library to return the books.	Wǒ qù túshūguǎn huán shū.	我去图书馆还书。
I very much appreciate his performance at work.	Wǒ hěn xīnshǎng tā gōngzuò de biǎoxiàn.	我很欣赏他工作的表现。
She's reading the publicity information.	Tā zài kàn xuānchuán zīliào.	她在看宣传资料。
He is a PhD in Economics.	Tā shì jīngjì bóshì.	他是经济博士。
I gave up the opportunity to study for a doctorate.	Wǒ fàngqì dú bóshì de jīhuì. (also du -&gt; nian (dialect))	我放弃读博士的机会。
There are not many foreigners.	Wàiguórén bù duō.	外国人不多。
I would never have thought of it.	wǒ cónglái jiù méi xiǎng dào. (also conglai dou bu hui)	我从来就没想到。
I've never felt that good.	wǒ cónglái méi gǎnjué nàme hǎo guò.	我从来没感觉那么好过。
You never have time to deal with important things.	nǐ cónglái méi shíjiān chǔlǐ zhòngyào de shìqing.	你从来没时间处理重要的事情！
Regarding him, we will deal with it again tomorrow.	Zhìyú tā, wǒmen míngtiān zài chǔlǐ.&nbsp;(also duiyu, but zhiyu says contrast)	至于他，我们明天再处理。
Regarding this last issue, I definitely don't understand.	Zhìyú zuìhòu zhè gè wèntí, wǒ bìng bù liǎojiě.&nbsp;(also duiyu, but zhiyu&nbsp;says contrast)	至于最后这个问题，我并不了解。
He always borrows things, but never returns them.	Tā zǒnɡshì jiè dōngxi, dànshì cónglái dōu bù huán.	他总是借东西，但是从来都不还。
I returned the books I borrowed from the library, and borrowed some new ones.	wǒ huán le cóng túshūguǎn jiè de shū, yòu jiè le xiē xīn de .	我还了从图书馆借的书，又借了些新的。
If you need a pen, I'll lend you one.	rúguǒ nǐ xūyào bǐ dehuà, wǒ jiè nǐ yī zhī .	如果你需要笔的话，我借你一支。
This is the same kind of pen that I lost yesterday.	zhè zhī bǐ hé wǒ zuótiān diào de nà zhī yīyàng.	这支笔和我昨天掉的那支一样。
Could you lend Ms. He some money?	Nǐ néng jiè Hé xiǎojiě yīdiǎn qián ma? (also yi bi qian)	你能借何小姐一点钱吗？
Ms. He promised to pay me back next month.	Hé xiǎojiě bǎozhèng xià gè yuè huán wǒ qián.	何小姐保证下个月还我钱。
Since the problem has already happened, we should just deal with it.	Jìrán wèntí yǐjīng fāshēng le, jiù yīnggāi chǔlǐ wèntí.	既然问题已经发生了，就应该处理问题。
Since you promised to help him, then you just need to do it.	Jìrán dāying bāng tā, nàme jiù yào zuòdào.	既然答应帮他，那么就要做到。
She promise to meet him at what time?	tā dāying jǐshí jiàn tā?	她答应几时见他？
They walk very slowly.	Tāmen zǒu de hěn màn.	他们走得很慢。
Tom speaks more slowly than Bill.	Tom shuōhuà bǐ Bill màn .	Tom说话比Bill慢。
He does things slowly.	Tā zuò shì hěn màn.	他做事很慢。
He sticks to his principles when doing things.	Tā zuò shì hěn jiǎng yuánzé.	他做事很讲原则。
That company is managed very well.	Nà jiā gōngsī jīngyíng de hěn hǎo.	那家公司经营得很好。
The square is very big.	Guǎngchǎng hěn dà.	广场很大。
He rode his bicycle there. <br /> He went by bicycle.	tā qí zìxíngchē qù de .	他骑自行车去的。
It's dark outside.	Tiān hēi le.	天黑了。
You must come back before it gets dark.	nǐ bìxū zài tiān hēi qián huílai .	你必须在天黑前回来。
I don't like to go out after dark.	wǒ tiān hēi hòu bù xǐhuān chūmén .	我天黑后不喜欢出门。
She is a magazine editor.	Tā shì zázhì biānjí.	她是杂志编辑。
Really annoying!	Zhēn máfan!	真麻烦！
Sorry to bother you, help me open the door? (polite)	Máfan nín, bāng wǒ kāi xià mén.&nbsp;(xia short for yixia)	麻烦您帮我开下门。
His bag is right here, so he can't have already gone to school.	tā de bāo jiù zài zhèr, suǒyǐ tā bù kěnéng yǐjīng qù le xuéxiào .	他的包就在这儿，所以他不可能已经去了学校。
This letter was sent to the wrong place.	zhè fēng xìn jì cuò dìfang le.&nbsp;	这封信寄错地方了。
She's writing to her friends.	Tā zài gěi péngyou xiěxìn.	她在给朋友写信。
Please write to tell me your situation at school.	qǐng xiěxìn gàosu wǒ nǐmen xuéxiào de qíngkuàng.	请写信告诉我你们学校的情况。
Father is busy now writing letters.	fùqin zhèng máng zhe xiě xìn.	父亲正忙着写信。
The colleagues are discussing a plan of action.	Tóngshìmen zài tǎolùn fāng'àn. (also yi xiang fangan)	同事们在讨论方案。
Then, this is our plan of action.	Na, zhè jiù shì wǒmen de fāng'àn.	哪，这就是我们的方案。
He explained his own plan of action.	Tā jiěshì le zìjǐ de fāng'àn.	他解释了自己的方案。
Both sides agreed to this plan of action.	Shuāngfāng tóngyì le zhè xiàng fāng'àn. (also dou tongyi ...)	双方同意了这项方案。
He successfully completed this task.	Tā chénggōng de wánchéng le zhè xiàng rènwu.	他成功地完成了这项任务。
It's difficult for one person to complete this task.	Yī gè rén wánchéng zhè xiàng rènwu hěn kùnnan.	一个人完成这项任务很困难。
To finish it in one day is practically impossible.	zài yī tiān zhīnèi wánchéng tā jīhū shì bù kěnéng de .	在一天之内完成它几乎是不可能的。
Korean culture is not interesting.	Hánguó wénhuà méi yǒu yìsi.	韩国文化没有意思。
Those students are Korean.	Nàxiē xuésheng shì Hánguórén.	那些学生是韩国人。
Korea is small.	Hánguó hěn xiǎo.	韩国很小。
Korea is not big.	Hánguó bù dà.	韩国不大。
You're in very good health.	Nín de shēntǐ qíngkuàng liánghǎo.	您的身体情况良好。
Your health status is fine.	Nǐ de shēntǐ qíngkuàng liánghǎo.	你的身体情况良好。
The relations between the two nations are fine.	Liǎng guó guānxì liánghǎo.	两国关系良好。
He received a fine education at university.	Tā zài dàxué shòudào le liánghǎo de jiàoyù.	他在大学受到了良好的教育。
The relationship between those two nations is very special.	Nà liǎng guó guānxì hěn tèshū.	那两国关系很特殊。
The teacher announced the time of the exam.	Lǎoshī xuānbù le kǎoshì de shíjiān.	老师宣布了考试的时间。
The host announced the start of the meeting.	Zhǔchírén xuānbù huìyì kāishǐ.	主持人宣布会议开始。
He looks a bit silly.	Tā kànqǐlái&nbsp;yǒudiǎn shǎ.	他看起来有点傻。
For this matter, he insists on his way of doing things.	Duì zhè jiàn shì, tā jiānchí zìjǐ de zuòfǎ. (Also zhiyu)	对这件事，他坚持自己的做法。
I like to drink (alcohol)	Wǒ xǐhuan hē jiǔ.	我喜欢喝酒。
Young people like to go to bars and drink.	Niánqīng rén xǐhuan qù jiǔbā hē jiǔ.	年轻人喜欢去酒吧喝酒。
"""My daddy doesn't drink"" ""My daddy also doesn't"""	wǒ bàba bù hē jiǔ. wǒ bàba yě bù hē.	“我爸爸不喝酒。”“我爸爸也不喝。”
You can't drink alcohol when you drive.	Kāichē bù kěyǐ hē jiǔ.	开车不可以喝酒。
I like the color yellow.	Wǒ xǐhuan huáng yánsè.	我喜欢黄颜色。
Why did he return to his country?	Tā wèishénme huí guó le?	他为什么回国了？
She returned to her country last week.	Tā shàng gè xīngqī huíguó le.	她上个星期回国了。
I'm going to return to my country.	Wǒ yào huí guó.	我要回国。
She's going to return to his country.	Tā yào huí guó.	她要回国。
When will he return to his country?	Tā shénme shíhòu huí guó?	他什么时候回国？
When will you return to your country?<br />Next month.	Nǐ shénmeshíhou huíguó?<br />Xià gè yuè.	A你什么时候回国？<br/>B下个月。
We've been waiting a long time.	Wǒmen děng le hěn jiǔ.	我们等了很久。
She lived a long time.	tā huó le hěn jiǔ.	她活了很久。
I haven't seen him for a very long time!	wǒ hěn jiǔ méi jiànguò tā le.	我很久没见过他了。
This is a very old photo.	Zhè shì hěn jiǔ yǐqián de zhàopiàn.	这是很久以前的照片。
The old friends haven't met for a long time.	Lǎo péngyou hěn jiǔ méiyǒu jiànmiàn le.	老朋友很久没有见面了。
My friend and I appointed to meet here.	Wǒ hé péngyou yuē zài zhèlǐ jiànmiàn.	我和朋友约在这里见面。
